width,height,maxIter,threadCount,tileSize,averageTimeMs,speedup,efficiency,minTimeMs,maxTimeMs,stdDevTimeMs
2000,2000,1000,8,16,308.714,5.5471,0.6934,301.027,321.832,9.321
2000,2000,1000,8,32,294.637,5.8121,0.7265,291.730,296.403,2.072
2000,2000,1000,8,64,309.164,5.5390,0.6924,297.636,325.132,11.656
2000,2000,1000,8,128,319.027,5.3678,0.6710,302.215,345.047,18.659
2000,2000,1000,8,256,362.770,4.7205,0.5901,355.614,366.627,5.065
